municipio,provincia,municipio_nombre_humano,precio_m2_alquiler,num_casas_alquiler
Creixell,Tarragona,Creixell,6.56,2
Cunit,Tarragona,Cunit,11.21,14
Deltebre,Tarragona,Deltebre,8.61,2
Duesaigües,Tarragona,Duesaigües,-,0
Espluga de Francolí (L'),Tarragona,L' Espluga de Francolí,-,0
Falset,Tarragona,Falset,7.87,3
Fatarella (La),Tarragona,La Fatarella,-,0
Febró (La),Tarragona,La Febró,-,0
Figuera (La),Tarragona,La Figuera,-,0
Figuerola del Camp,Tarragona,Figuerola del Camp,-,0
Flix,Tarragona,Flix,4.25,2
Forès,Tarragona,Forès,-,0
Freginals,Tarragona,Freginals,-,0
Galera (La),Tarragona,La Galera,-,0
Gandesa,Tarragona,Gandesa,1.88,1
Garcia,Tarragona,Garcia,5.0,1
Garidells (Els),Tarragona,Els Garidells,-,0
Ginestar,Tarragona,Ginestar,-,0
Godall,Tarragona,Godall,-,0
Gratallops,Tarragona,Gratallops,-,0
Guiamets (Els),Tarragona,Els Guiamets,-,0
Horta de Sant Joan,Tarragona,Horta de Sant Joan,27.52,1
Lloar (El),Tarragona,El Lloar,-,0
Llorac,Tarragona,Llorac,-,0
Llorenç del Penedès,Tarragona,Llorenç del Penedès,-,0
Marçà,Tarragona,Marçà,-,0
Margalef,Tarragona,Margalef,-,0
Mas de Barberans,Tarragona,Mas de Barberans,-,0
Masdenverge,Tarragona,Masdenverge,-,0
Masllorenç,Tarragona,Masllorenç,-,0
Masó (La),Tarragona,La Masó,-,0
Maspujols,Tarragona,Maspujols,-,0
Masroig (El),Tarragona,El Masroig,-,0
Milà (El),Tarragona,El Milà,-,0
Miravet,Tarragona,Miravet,-,0
Molar (El),Tarragona,El Molar,-,0
Montblanc,Tarragona,Montblanc,-,0
Montbrió del Camp,Tarragona,Montbrió del Camp,8.36,1
Montferri,Tarragona,Montferri,-,0
Montmell (El),Tarragona,El Montmell,-,0
Mont-ral,Tarragona,Mont-ral,-,0
Mont-roig del Camp,Tarragona,Mont-roig del Camp,10.15,17
Móra d'Ebre,Tarragona,Móra d'Ebre,-,0
Móra la Nova,Tarragona,Móra la Nova,-,0
Morell (El),Tarragona,El Morell,6.93,2
Morera de Montsant (La),Tarragona,La Morera de Montsant,-,0
Nou de Gaià (La),Tarragona,La Nou de Gaià,-,0
Nulles,Tarragona,Nulles,-,0
Pallaresos (Els),Tarragona,Els Pallaresos,-,0
Palma d'Ebre (La),Tarragona,La Palma d'Ebre,-,0
Passanant i Belltall,Tarragona,Passanant i Belltall,-,0
Paüls,Tarragona,Paüls,-,0
Perafort,Tarragona,Perafort,-,0
Perelló (El),Tarragona,El Perelló,8.75,1
Piles (Les),Tarragona,Les Piles,3.65,1
Pinell de Brai (El),Tarragona,El Pinell de Brai,-,0
Pira,Tarragona,Pira,-,0
Pla de Santa Maria (El),Tarragona,El Pla de Santa Maria,-,0
Pobla de Mafumet (La),Tarragona,La Pobla de Mafumet,-,0
Pobla de Massaluca (La),Tarragona,La Pobla de Massaluca,-,0
Pobla de Montornès (La),Tarragona,La Pobla de Montornès,-,0
Poboleda,Tarragona,Poboleda,2.11,1
Pont d'Armentera (El),Tarragona,El Pont d'Armentera,-,0
Pontils,Tarragona,Pontils,-,0
Porrera,Tarragona,Porrera,-,0
Pradell de la Teixeta,Tarragona,Pradell de la Teixeta,6.85,2
Prades,Tarragona,Prades,4.5,1
Prat de Comte,Tarragona,Prat de Comte,-,0
Pratdip,Tarragona,Pratdip,-,0
Puigpelat,Tarragona,Puigpelat,-,0
Querol,Tarragona,Querol,-,0
Rasquera,Tarragona,Rasquera,-,0
Renau,Tarragona,Renau,-,0
Reus,Tarragona,Reus,7.53,36
Riba (La),Tarragona,La Riba,-,0
Riba-roja d'Ebre,Tarragona,Riba-roja d'Ebre,-,0
Riera de Gaià (La),Tarragona,La Riera de Gaià,-,0
Riudecanyes,Tarragona,Riudecanyes,-,0
Riudecols,Tarragona,Riudecols,4.17,3
Riudoms,Tarragona,Riudoms,-,0
Rocafort de Queralt,Tarragona,Rocafort de Queralt,-,0
Roda de Berà,Tarragona,Roda de Berà,12.33,13
Rodonyà,Tarragona,Rodonyà,-,0
Roquetes,Tarragona,Roquetes,6.75,2
Rourell (El),Tarragona,El Rourell,-,0
Salomó,Tarragona,Salomó,-,0
Salou,Tarragona,Salou,11.46,49
Sant Carles de la Ràpita,Tarragona,Sant Carles de la Ràpita,10.13,11
Sant Jaume dels Domenys,Tarragona,Sant Jaume dels Domenys,5.1,2
Sant Jaume d'Enveja,Tarragona,Sant Jaume d'Enveja,-,0
Santa Bàrbara,Tarragona,Santa Bàrbara,-,0
Santa Coloma de Queralt,Tarragona,Santa Coloma de Queralt,4.0,2
Santa Oliva,Tarragona,Santa Oliva,5.56,1
Sarral,Tarragona,Sarral,-,0
Savallà del Comtat,Tarragona,Savallà del Comtat,-,0
Secuita (La),Tarragona,La Secuita,-,0
Selva del Camp (La),Tarragona,La Selva del Camp,-,0
Senan,Tarragona,Senan,-,0
Sénia (La),Tarragona,La Sénia,3.89,1
Solivella,Tarragona,Solivella,-,0
Tarragona,Tarragona,Tarragona,10.88,125
Tivenys,Tarragona,Tivenys,-,0
Tivissa,Tarragona,Tivissa,4.5,2
Torre de Fontaubella (La),Tarragona,La Torre de Fontaubella,-,0
Torre de l'Espanyol (La),Tarragona,La Torre de l'Espanyol,-,0
Torredembarra,Tarragona,Torredembarra,9.99,14
Torroja del Priorat,Tarragona,Torroja del Priorat,-,0
Tortosa,Tarragona,Tortosa,7.12,13
Ulldecona,Tarragona,Ulldecona,4.2,1
Ulldemolins,Tarragona,Ulldemolins,-,0
Vallclara,Tarragona,Vallclara,-,0
Vallfogona de Riucorb,Tarragona,Vallfogona de Riucorb,-,0
Vallmoll,Tarragona,Vallmoll,-,0
Valls,Tarragona,Valls,4.79,5
Vandellòs i l'Hospitalet de l'Infant,Tarragona,Vandellòs i l'Hospitalet de l'Infant,-,0
Vendrell (El),Tarragona,El Vendrell,9.96,35
Vespella de Gaià,Tarragona,Vespella de Gaià,-,0
Vilabella,Tarragona,Vilabella,-,0
Vilalba dels Arcs,Tarragona,Vilalba dels Arcs,-,0
Vilallonga del Camp,Tarragona,Vilallonga del Camp,10.0,1
Vilanova de Prades,Tarragona,Vilanova de Prades,5.0,1
Vilanova d'Escornalbou,Tarragona,Vilanova d'Escornalbou,-,0
Vilaplana,Tarragona,Vilaplana,-,0
Vila-rodona,Tarragona,Vila-rodona,6.48,2
Vila-seca,Tarragona,Vila-seca,6.38,2
Vilaverd,Tarragona,Vilaverd,-,0
Vilella Alta (La),Tarragona,La Vilella Alta,-,0
Vilella Baixa (La),Tarragona,La Vilella Baixa,-,0
Vimbodí i Poblet,Tarragona,Vimbodí i Poblet,-,0
Vinebre,Tarragona,Vinebre,-,0
Vinyols i els Arcs,Tarragona,Vinyols i els Arcs,-,0
Xerta,Tarragona,Xerta,3.75,1
Ababuj,Teruel,Ababuj,-,0
Abejuela,Teruel,Abejuela,-,0
Aguatón,Teruel,Aguatón,-,0
Aguaviva,Teruel,Aguaviva,-,0
Aguilar del Alfambra,Teruel,Aguilar del Alfambra,4.41,1
Alacón,Teruel,Alacón,-,0
Alba,Teruel,Alba,-,0
Albalate del Arzobispo,Teruel,Albalate del Arzobispo,4.09,3
Albarracín,Teruel,Albarracín,-,0
Albentosa,Teruel,Albentosa,-,0
Alcaine,Teruel,Alcaine,-,0
Alcalá de la Selva,Teruel,Alcalá de la Selva,7.63,15
Alcañiz,Teruel,Alcañiz,6.09,12
Alcorisa,Teruel,Alcorisa,-,0
Alfambra,Teruel,Alfambra,-,0
Aliaga,Teruel,Aliaga,3.75,1
Allepuz,Teruel,Allepuz,9.03,1
Alloza,Teruel,Alloza,-,0
Allueva,Teruel,Allueva,-,0
Almohaja,Teruel,Almohaja,-,0
Alobras,Teruel,Alobras,-,0
Alpeñés,Teruel,Alpeñés,-,0
Anadón,Teruel,Anadón,-,0
Andorra,Teruel,Andorra,-,0
Arcos de las Salinas,Teruel,Arcos de las Salinas,-,0
Arens de Lledó,Teruel,Arens de Lledó,-,0
Argente,Teruel,Argente,-,0
Ariño,Teruel,Ariño,4.64,2
Azaila,Teruel,Azaila,-,0
Bádenas,Teruel,Bádenas,-,0
Báguena,Teruel,Báguena,-,0
Bañón,Teruel,Bañón,-,0
Barrachina,Teruel,Barrachina,-,0
Bea,Teruel,Bea,-,0
Beceite,Teruel,Beceite,-,0
Bello,Teruel,Bello,-,0
Belmonte de San José,Teruel,Belmonte de San José,-,0
Berge,Teruel,Berge,-,0
Bezas,Teruel,Bezas,-,0
Blancas,Teruel,Blancas,3.24,1
Blesa,Teruel,Blesa,-,0
Bordón,Teruel,Bordón,-,0
Bronchales,Teruel,Bronchales,6.18,3
Bueña,Teruel,Bueña,-,0
Burbáguena,Teruel,Burbáguena,-,0
Cabra de Mora,Teruel,Cabra de Mora,10.0,1
Calaceite,Teruel,Calaceite,-,0
Calamocha,Teruel,Calamocha,6.65,2
Calanda,Teruel,Calanda,5.18,4
Calomarde,Teruel,Calomarde,-,0
Camañas,Teruel,Camañas,-,0
Camarena de la Sierra,Teruel,Camarena de la Sierra,3.27,2
Camarillas,Teruel,Camarillas,-,0
Caminreal,Teruel,Caminreal,5.5,1
Cantavieja,Teruel,Cantavieja,-,0
Cañada de Benatanduz,Teruel,Cañada de Benatanduz,-,0
Cañada de Verich (La),Teruel,La Cañada de Verich,-,0
Cañada Vellida,Teruel,Cañada Vellida,-,0
Cañizar del Olivar,Teruel,Cañizar del Olivar,-,0
Cascante del Río,Teruel,Cascante del Río,-,0
Castejón de Tornos,Teruel,Castejón de Tornos,-,0
Castel de Cabra,Teruel,Castel de Cabra,-,0
Castellar (El),Teruel,El Castellar,-,0
Castellote,Teruel,Castellote,-,0
Castelnou,Teruel,Castelnou,-,0
Castelserás,Teruel,Castelserás,-,0
Cedrillas,Teruel,Cedrillas,5.33,2
Celadas,Teruel,Celadas,-,0
Cella,Teruel,Cella,4.05,2
Cerollera (La),Teruel,La Cerollera,-,0
Codoñera (La),Teruel,La Codoñera,-,0
Corbalán,Teruel,Corbalán,-,0
Cortes de Aragón,Teruel,Cortes de Aragón,-,0
Cosa,Teruel,Cosa,-,0
Cretas,Teruel,Cretas,5.14,2
Crivillén,Teruel,Crivillén,-,0
Cuba (La),Teruel,La Cuba,-,0
Cubla,Teruel,Cubla,-,0
Cucalón,Teruel,Cucalón,-,0
Cuervo (El),Teruel,El Cuervo,-,0
Cuevas de Almudén,Teruel,Cuevas de Almudén,-,0
Cuevas Labradas,Teruel,Cuevas Labradas,-,0
Ejulve,Teruel,Ejulve,-,0
Escorihuela,Teruel,Escorihuela,-,0
Escucha,Teruel,Escucha,-,0
Estercuel,Teruel,Estercuel,-,0
Ferreruela de Huerva,Teruel,Ferreruela de Huerva,-,0
Fonfría,Teruel,Fonfría,-,0
Formiche Alto,Teruel,Formiche Alto,-,0
Fórnoles,Teruel,Fórnoles,-,0
Fortanete,Teruel,Fortanete,-,0
Foz-Calanda,Teruel,Foz-Calanda,-,0
Fresneda (La),Teruel,La Fresneda,5.49,2
Frías de Albarracín,Teruel,Frías de Albarracín,-,0
Fuenferrada,Teruel,Fuenferrada,-,0
Fuentes Calientes,Teruel,Fuentes Calientes,-,0
Fuentes Claras,Teruel,Fuentes Claras,-,0
Fuentes de Rubielos,Teruel,Fuentes de Rubielos,-,0
Fuentespalda,Teruel,Fuentespalda,-,0
Galve,Teruel,Galve,-,0
Gargallo,Teruel,Gargallo,-,0
Gea de Albarracín,Teruel,Gea de Albarracín,-,0
Ginebrosa (La),Teruel,La Ginebrosa,-,0
Griegos,Teruel,Griegos,-,0
Guadalaviar,Teruel,Guadalaviar,-,0
Gúdar,Teruel,Gúdar,8.75,1
Híjar,Teruel,Híjar,3.64,1
Hinojosa de Jarque,Teruel,Hinojosa de Jarque,-,0
Hoz de la Vieja (La),Teruel,La Hoz de la Vieja,-,0
Huesa del Común,Teruel,Huesa del Común,-,0
Iglesuela del Cid (La),Teruel,La Iglesuela del Cid,-,0
Jabaloyas,Teruel,Jabaloyas,-,0
Jarque de la Val,Teruel,Jarque de la Val,-,0
Jatiel,Teruel,Jatiel,-,0
Jorcas,Teruel,Jorcas,-,0
Josa,Teruel,Josa,-,0
Lagueruela,Teruel,Lagueruela,-,0
Lanzuela,Teruel,Lanzuela,-,0
Libros,Teruel,Libros,-,0
Lidón,Teruel,Lidón,-,0
Linares de Mora,Teruel,Linares de Mora,-,0
Lledó,Teruel,Lledó,-,0
Loscos,Teruel,Loscos,8.85,1
Maicas,Teruel,Maicas,-,0
Manzanera,Teruel,Manzanera,5.71,1
Martín del Río,Teruel,Martín del Río,6.29,2
Mas de las Matas,Teruel,Mas de las Matas,3.82,1
Mata de los Olmos (La),Teruel,La Mata de los Olmos,-,0
Mazaleón,Teruel,Mazaleón,-,0
Mezquita de Jarque,Teruel,Mezquita de Jarque,-,0
Mirambel,Teruel,Mirambel,-,0
Miravete de la Sierra,Teruel,Miravete de la Sierra,-,0
Molinos,Teruel,Molinos,-,0
Monforte de Moyuela,Teruel,Monforte de Moyuela,-,0
Monreal del Campo,Teruel,Monreal del Campo,4.44,1
Monroyo,Teruel,Monroyo,3.67,1
Montalbán,Teruel,Montalbán,-,0
Monteagudo del Castillo,Teruel,Monteagudo del Castillo,-,0
Monterde de Albarracín,Teruel,Monterde de Albarracín,-,0
Mora de Rubielos,Teruel,Mora de Rubielos,5.05,5
Moscardón,Teruel,Moscardón,-,0
Mosqueruela,Teruel,Mosqueruela,-,0
Muniesa,Teruel,Muniesa,-,0
Noguera de Albarracín,Teruel,Noguera de Albarracín,-,0
Nogueras,Teruel,Nogueras,-,0
Nogueruelas,Teruel,Nogueruelas,2.5,1
Obón,Teruel,Obón,-,0
Odón,Teruel,Odón,1.62,1
Ojos Negros,Teruel,Ojos Negros,-,0
Olba,Teruel,Olba,6.67,1
Oliete,Teruel,Oliete,-,0
Olmos (Los),Teruel,Los Olmos,5.0,1
Orihuela del Tremedal,Teruel,Orihuela del Tremedal,2.28,1
Orrios,Teruel,Orrios,-,0
Palomar de Arroyos,Teruel,Palomar de Arroyos,-,0
Pancrudo,Teruel,Pancrudo,-,0
Parras de Castellote (Las),Teruel,Las Parras de Castellote,-,0
Peñarroya de Tastavins,Teruel,Peñarroya de Tastavins,-,0
Peracense,Teruel,Peracense,-,0
Peralejos,Teruel,Peralejos,-,0
Perales del Alfambra,Teruel,Perales del Alfambra,-,0
Pitarque,Teruel,Pitarque,-,0
Plou,Teruel,Plou,-,0
Pobo (El),Teruel,El Pobo,-,0
Portellada (La),Teruel,La Portellada,-,0
Pozondón,Teruel,Pozondón,-,0
Pozuel del Campo,Teruel,Pozuel del Campo,-,0
Puebla de Híjar (La),Teruel,La Puebla de Híjar,1.73,1
Puebla de Valverde (La),Teruel,La Puebla de Valverde,-,0
Puertomingalvo,Teruel,Puertomingalvo,-,0
Ráfales,Teruel,Ráfales,inf,1
Rillo,Teruel,Rillo,-,0
Riodeva,Teruel,Riodeva,-,0
Ródenas,Teruel,Ródenas,5.45,1
Royuela,Teruel,Royuela,-,0
Rubiales,Teruel,Rubiales,-,0
Rubielos de la Cérida,Teruel,Rubielos de la Cérida,-,0
Rubielos de Mora,Teruel,Rubielos de Mora,4.91,8
Salcedillo,Teruel,Salcedillo,-,0
Saldón,Teruel,Saldón,-,0
Samper de Calanda,Teruel,Samper de Calanda,3.0,1
San Agustín,Teruel,San Agustín,10.62,1
San Martín del Río,Teruel,San Martín del Río,-,0
Santa Cruz de Nogueras,Teruel,Santa Cruz de Nogueras,-,0
Santa Eulalia,Teruel,Santa Eulalia,-,0
Sarrión,Teruel,Sarrión,4.23,3
Segura de los Baños,Teruel,Segura de los Baños,-,0
Seno,Teruel,Seno,-,0
Singra,Teruel,Singra,-,0
Terriente,Teruel,Terriente,4.29,1
Teruel,Teruel,Teruel,6.62,42
Toril y Masegoso,Teruel,Toril y Masegoso,-,0
Tormón,Teruel,Tormón,-,0
Tornos,Teruel,Tornos,-,0
Torralba de los Sisones,Teruel,Torralba de los Sisones,-,0
Torre de Arcas,Teruel,Torre de Arcas,3.0,1
Torre de las Arcas,Teruel,Torre de las Arcas,-,0
Torre del Compte,Teruel,Torre del Compte,4.92,1
Torre los Negros,Teruel,Torre los Negros,-,0
Torrecilla de Alcañiz,Teruel,Torrecilla de Alcañiz,-,0
Torrecilla del Rebollar,Teruel,Torrecilla del Rebollar,-,0
Torrelacárcel,Teruel,Torrelacárcel,-,0
Torremocha de Jiloca,Teruel,Torremocha de Jiloca,-,0
Torres de Albarracín,Teruel,Torres de Albarracín,-,0
Torrevelilla,Teruel,Torrevelilla,-,0
Torrijas,Teruel,Torrijas,-,0
Torrijo del Campo,Teruel,Torrijo del Campo,5.0,1
Tramacastiel,Teruel,Tramacastiel,-,0
Tramacastilla,Teruel,Tramacastilla,-,0
Tronchón,Teruel,Tronchón,-,0
Urrea de Gaén,Teruel,Urrea de Gaén,-,0
Utrillas,Teruel,Utrillas,-,0
Valacloche,Teruel,Valacloche,-,0
Valbona,Teruel,Valbona,-,0
Valdealgorfa,Teruel,Valdealgorfa,-,0
Valdecuenca,Teruel,Valdecuenca,-,0
Valdelinares,Teruel,Valdelinares,-,0
Valdeltormo,Teruel,Valdeltormo,4.29,1
Valderrobres,Teruel,Valderrobres,4.91,3
Valjunquera,Teruel,Valjunquera,-,0
Vallecillo (El),Teruel,El Vallecillo,-,0
Veguillas de la Sierra,Teruel,Veguillas de la Sierra,-,0
Villafranca del Campo,Teruel,Villafranca del Campo,-,0
Villahermosa del Campo,Teruel,Villahermosa del Campo,-,0
Villanueva del Rebollar de la Sierra,Teruel,Villanueva del Rebollar de la Sierra,-,0
Villar del Cobo,Teruel,Villar del Cobo,-,0
Villar del Salz,Teruel,Villar del Salz,-,0
Villarluengo,Teruel,Villarluengo,-,0
Villarquemado,Teruel,Villarquemado,-,0
Villarroya de los Pinares,Teruel,Villarroya de los Pinares,-,0
Villastar,Teruel,Villastar,4.23,2
Villel,Teruel,Villel,-,0
Vinaceite,Teruel,Vinaceite,-,0
Visiedo,Teruel,Visiedo,-,0
Vivel del Río Martín,Teruel,Vivel del Río Martín,-,0
Zoma (La),Teruel,La Zoma,-,0
Ajofrín,Toledo,Ajofrín,-,0
Alameda de la Sagra,Toledo,Alameda de la Sagra,6.28,6
Albarreal de Tajo,Toledo,Albarreal de Tajo,-,0
Alcabón,Toledo,Alcabón,-,0
Alcañizo,Toledo,Alcañizo,1.67,1
Alcaudete de la Jara,Toledo,Alcaudete de la Jara,5.0,1
Alcolea de Tajo,Toledo,Alcolea de Tajo,-,0
Aldea en Cabo,Toledo,Aldea en Cabo,-,0
Aldeanueva de Barbarroya,Toledo,Aldeanueva de Barbarroya,-,0
Aldeanueva de San Bartolomé,Toledo,Aldeanueva de San Bartolomé,-,0
Almendral de la Cañada,Toledo,Almendral de la Cañada,-,0
Almonacid de Toledo,Toledo,Almonacid de Toledo,4.2,5
Almorox,Toledo,Almorox,3.16,2
Añover de Tajo,Toledo,Añover de Tajo,4.4,6
Arcicóllar,Toledo,Arcicóllar,3.33,1
Argés,Toledo,Argés,5.38,4
Azután,Toledo,Azután,-,0
Barcience,Toledo,Barcience,-,0
Bargas,Toledo,Bargas,7.84,21
Belvís de la Jara,Toledo,Belvís de la Jara,-,0
Borox,Toledo,Borox,-,0
Buenaventura,Toledo,Buenaventura,6.11,1
Burguillos de Toledo,Toledo,Burguillos de Toledo,7.83,3
Burujón,Toledo,Burujón,-,0
Cabañas de la Sagra,Toledo,Cabañas de la Sagra,5.77,4
Cabañas de Yepes,Toledo,Cabañas de Yepes,-,0
Cabezamesada,Toledo,Cabezamesada,-,0
Calera y Chozas,Toledo,Calera y Chozas,2.83,1
Caleruela,Toledo,Caleruela,-,0
Calzada de Oropesa,Toledo,Calzada de Oropesa,-,0
Camarena,Toledo,Camarena,6.14,11
Camarenilla,Toledo,Camarenilla,-,0
Campillo de la Jara (El),Toledo,El Campillo de la Jara,-,0
Camuñas,Toledo,Camuñas,-,0
Cardiel de los Montes,Toledo,Cardiel de los Montes,-,0
Carmena,Toledo,Carmena,4.23,1
Carpio de Tajo (El),Toledo,El Carpio de Tajo,3.5,2
Carranque,Toledo,Carranque,5.2,1
Carriches,Toledo,Carriches,-,0
Casar de Escalona (El),Toledo,El Casar de Escalona,3.67,1
Casarrubios del Monte,Toledo,Casarrubios del Monte,7.64,8
Casasbuenas,Toledo,Casasbuenas,-,0
Castillo de Bayuela,Toledo,Castillo de Bayuela,4.75,1
Cazalegas,Toledo,Cazalegas,6.1,1
Cebolla,Toledo,Cebolla,5.49,3
Cedillo del Condado,Toledo,Cedillo del Condado,6.44,8
Cerralbos (Los),Toledo,Los Cerralbos,-,0
Cervera de los Montes,Toledo,Cervera de los Montes,-,0
Chozas de Canales,Toledo,Chozas de Canales,4.77,1
Chueca,Toledo,Chueca,-,0
Ciruelos,Toledo,Ciruelos,6.77,2
Cobeja,Toledo,Cobeja,4.3,5
Cobisa,Toledo,Cobisa,3.83,2
Consuegra,Toledo,Consuegra,4.8,14
Corral de Almaguer,Toledo,Corral de Almaguer,5.09,2
Cuerva,Toledo,Cuerva,3.97,2
Domingo Pérez,Toledo,Domingo Pérez,-,0
Dosbarrios,Toledo,Dosbarrios,-,0
Erustes,Toledo,Erustes,-,0
Escalona,Toledo,Escalona,-,0
Escalonilla,Toledo,Escalonilla,3.08,2
Espinoso del Rey,Toledo,Espinoso del Rey,-,0
Esquivias,Toledo,Esquivias,6.44,5
Estrella (La),Toledo,La Estrella,-,0
Fuensalida,Toledo,Fuensalida,5.75,13
Gálvez,Toledo,Gálvez,3.06,2
Garciotum,Toledo,Garciotum,-,0
Gerindote,Toledo,Gerindote,5.04,5
Guadamur,Toledo,Guadamur,-,0
Guardia (La),Toledo,La Guardia,3.9,2
Herencias (Las),Toledo,Las Herencias,-,0
Herreruela de Oropesa,Toledo,Herreruela de Oropesa,-,0
Hinojosa de San Vicente,Toledo,Hinojosa de San Vicente,-,0
Hontanar,Toledo,Hontanar,-,0
Hormigos,Toledo,Hormigos,3.33,1
Huecas,Toledo,Huecas,3.45,1
Huerta de Valdecarábanos,Toledo,Huerta de Valdecarábanos,2.31,3
Iglesuela del Tiétar (La),Toledo,La Iglesuela del Tiétar,-,0
Illán de Vacas,Toledo,Illán de Vacas,-,0
Illescas,Toledo,Illescas,7.23,32
Lagartera,Toledo,Lagartera,-,0
Layos,Toledo,Layos,1.73,3
Lillo,Toledo,Lillo,3.38,2
Lominchar,Toledo,Lominchar,5.99,8
Lucillos,Toledo,Lucillos,-,0
Madridejos,Toledo,Madridejos,6.23,5
Magán,Toledo,Magán,6.66,6
Malpica de Tajo,Toledo,Malpica de Tajo,-,0
Manzaneque,Toledo,Manzaneque,-,0
Maqueda,Toledo,Maqueda,-,0
Marjaliza,Toledo,Marjaliza,-,0
Marrupe,Toledo,Marrupe,-,0
Mascaraque,Toledo,Mascaraque,-,0
Mata (La),Toledo,La Mata,-,0
Mazarambroz,Toledo,Mazarambroz,3.63,2
Mejorada,Toledo,Mejorada,2.94,1
Menasalbas,Toledo,Menasalbas,4.07,1
Méntrida,Toledo,Méntrida,6.92,4
Mesegar de Tajo,Toledo,Mesegar de Tajo,-,0
Miguel Esteban,Toledo,Miguel Esteban,1.35,1
Mocejón,Toledo,Mocejón,6.44,4
Mohedas de la Jara,Toledo,Mohedas de la Jara,-,0
Montearagón,Toledo,Montearagón,-,0
Montesclaros,Toledo,Montesclaros,-,0
Mora,Toledo,Mora,4.99,2
Nambroca,Toledo,Nambroca,20.59,1
Nava de Ricomalillo (La),Toledo,La Nava de Ricomalillo,-,0
Navahermosa,Toledo,Navahermosa,-,0
Navalcán,Toledo,Navalcán,-,0
Navalmoralejo,Toledo,Navalmoralejo,-,0
Navalmorales (Los),Toledo,Los Navalmorales,2.6,1
Navalucillos (Los),Toledo,Los Navalucillos,2.22,1
Navamorcuende,Toledo,Navamorcuende,4.69,1
Noblejas,Toledo,Noblejas,-,0
Noez,Toledo,Noez,3.56,1
Nombela,Toledo,Nombela,-,0
Novés,Toledo,Novés,7.28,4
Numancia de la Sagra,Toledo,Numancia de la Sagra,6.96,2
Nuño Gómez,Toledo,Nuño Gómez,-,0
Ocaña,Toledo,Ocaña,6.35,43
Olías del Rey,Toledo,Olías del Rey,7.24,20
Ontígola,Toledo,Ontígola,4.48,1
Orgaz,Toledo,Orgaz,-,0
Oropesa,Toledo,Oropesa,5.75,5
Otero,Toledo,Otero,-,0
Palomeque,Toledo,Palomeque,-,0
Pantoja,Toledo,Pantoja,7.42,5
Paredes de Escalona,Toledo,Paredes de Escalona,-,0
Parrillas,Toledo,Parrillas,-,0
Pelahustán,Toledo,Pelahustán,-,0
Pepino,Toledo,Pepino,-,0
Polán,Toledo,Polán,3.12,4
Portillo de Toledo,Toledo,Portillo de Toledo,3.6,1
Puebla de Almoradiel (La),Toledo,La Puebla de Almoradiel,5.36,1
Puebla de Montalbán (La),Toledo,La Puebla de Montalbán,4.55,2
Pueblanueva (La),Toledo,La Pueblanueva,-,0
Puente del Arzobispo (El),Toledo,El Puente del Arzobispo,5.09,2
Puerto de San Vicente,Toledo,Puerto de San Vicente,-,0
Pulgar,Toledo,Pulgar,3.76,1
Quero,Toledo,Quero,-,0
Quintanar de la Orden,Toledo,Quintanar de la Orden,5.0,9
Quismondo,Toledo,Quismondo,-,0
Real de San Vicente (El),Toledo,El Real de San Vicente,-,0
Recas,Toledo,Recas,5.98,9
Retamoso de la Jara,Toledo,Retamoso de la Jara,-,0
Rielves,Toledo,Rielves,2.27,2
Robledo del Mazo,Toledo,Robledo del Mazo,-,0
Romeral (El),Toledo,El Romeral,-,0
San Bartolomé de las Abiertas,Toledo,San Bartolomé de las Abiertas,-,0
San Martín de Montalbán,Toledo,San Martín de Montalbán,-,0
San Martín de Pusa,Toledo,San Martín de Pusa,-,0
San Pablo de los Montes,Toledo,San Pablo de los Montes,11.11,1
San Román de los Montes,Toledo,San Román de los Montes,-,0
Santa Ana de Pusa,Toledo,Santa Ana de Pusa,-,0
Santa Cruz de la Zarza,Toledo,Santa Cruz de la Zarza,3.68,2
Santa Cruz del Retamar,Toledo,Santa Cruz del Retamar,-,0
Santa Olalla,Toledo,Santa Olalla,3.95,1
Santo Domingo-Caudilla,Toledo,Santo Domingo-Caudilla,7.08,2
Sartajada,Toledo,Sartajada,-,0
Segurilla,Toledo,Segurilla,-,0
Seseña,Toledo,Seseña,6.69,22
Sevilleja de la Jara,Toledo,Sevilleja de la Jara,3.25,1
Sonseca,Toledo,Sonseca,5.05,5
Sotillo de las Palomas,Toledo,Sotillo de las Palomas,-,0
Talavera de la Reina,Toledo,Talavera de la Reina,5.46,96
Tembleque,Toledo,Tembleque,3.89,4
Toboso (El),Toledo,El Toboso,-,0
Toledo,Toledo,Toledo,7.96,221
Torralba de Oropesa,Toledo,Torralba de Oropesa,-,0
Torre de Esteban Hambrán (La),Toledo,La Torre de Esteban Hambrán,5.31,2
Torrecilla de la Jara,Toledo,Torrecilla de la Jara,25.0,1
Torrico,Toledo,Torrico,-,0
Torrijos,Toledo,Torrijos,6.24,14
Totanés,Toledo,Totanés,-,0
Turleque,Toledo,Turleque,-,0
Ugena,Toledo,Ugena,6.06,2
Urda,Toledo,Urda,-,0
Valdeverdeja,Toledo,Valdeverdeja,2.5,1
Valmojado,Toledo,Valmojado,6.27,8
Velada,Toledo,Velada,3.61,2
Ventas con Peña Aguilera (Las),Toledo,Las Ventas con Peña Aguilera,3.11,3
Ventas de Retamosa (Las),Toledo,Las Ventas de Retamosa,4.98,4
