municipio,provincia,municipio_nombre_humano
Segurilla,Toledo,Segurilla
Seseña,Toledo,Seseña
Sevilleja de la Jara,Toledo,Sevilleja de la Jara
Sonseca,Toledo,Sonseca
Sotillo de las Palomas,Toledo,Sotillo de las Palomas
Talavera de la Reina,Toledo,Talavera de la Reina
Tembleque,Toledo,Tembleque
Toboso (El),Toledo,El Toboso
Toledo,Toledo,Toledo
Torralba de Oropesa,Toledo,Torralba de Oropesa
Torre de Esteban Hambrán (La),Toledo,La Torre de Esteban Hambrán
Torrecilla de la Jara,Toledo,Torrecilla de la Jara
Torrico,Toledo,Torrico
Torrijos,Toledo,Torrijos
Totanés,Toledo,Totanés
Turleque,Toledo,Turleque
Ugena,Toledo,Ugena
Urda,Toledo,Urda
Valdeverdeja,Toledo,Valdeverdeja
Valmojado,Toledo,Valmojado
Velada,Toledo,Velada
Ventas con Peña Aguilera (Las),Toledo,Las Ventas con Peña Aguilera
Ventas de Retamosa (Las),Toledo,Las Ventas de Retamosa
Ventas de San Julián (Las),Toledo,Las Ventas de San Julián
Villa de Don Fadrique (La),Toledo,La Villa de Don Fadrique
Villacañas,Toledo,Villacañas
Villafranca de los Caballeros,Toledo,Villafranca de los Caballeros
Villaluenga de la Sagra,Toledo,Villaluenga de la Sagra
Villamiel de Toledo,Toledo,Villamiel de Toledo
Villaminaya,Toledo,Villaminaya
Villamuelas,Toledo,Villamuelas
Villanueva de Alcardete,Toledo,Villanueva de Alcardete
Villanueva de Bogas,Toledo,Villanueva de Bogas
Villarejo de Montalbán,Toledo,Villarejo de Montalbán
Villarrubia de Santiago,Toledo,Villarrubia de Santiago
Villaseca de la Sagra,Toledo,Villaseca de la Sagra
Villasequilla,Toledo,Villasequilla
Villatobas,Toledo,Villatobas
Viso de San Juan (El),Toledo,El Viso de San Juan
Yébenes (Los),Toledo,Los Yébenes
Yeles,Toledo,Yeles
Yepes,Toledo,Yepes
Yuncler,Toledo,Yuncler
Yunclillos,Toledo,Yunclillos
Yuncos,Toledo,Yuncos
Ademuz,Valencia,Ademuz
Ador,Valencia,Ador
Agullent,Valencia,Agullent
Aielo de Malferit,Valencia,Aielo de Malferit
Aielo de Rugat,Valencia,Aielo de Rugat
Alaquàs,Valencia,Alaquàs
Albaida,Valencia,Albaida
Albal,Valencia,Albal
Albalat de la Ribera,Valencia,Albalat de la Ribera
Albalat dels Sorells,Valencia,Albalat dels Sorells
Albalat dels Tarongers,Valencia,Albalat dels Tarongers
Alberic,Valencia,Alberic
Alborache,Valencia,Alborache
Alboraia/Alboraya,Valencia,Alboraia/Alboraya
Albuixech,Valencia,Albuixech
Alcàntera de Xúquer,Valencia,Alcàntera de Xúquer
Alcàsser,Valencia,Alcàsser
Alcublas,Valencia,Alcublas
Alcúdia de Crespins (l'),Valencia,L' Alcúdia de Crespins
Alcúdia (l'),Valencia,L' Alcúdia
Aldaia,Valencia,Aldaia
Alfafar,Valencia,Alfafar
Alfara de la Baronia,Valencia,Alfara de la Baronia
Alfara del Patriarca,Valencia,Alfara del Patriarca
Alfarp,Valencia,Alfarp
Alfarrasí,Valencia,Alfarrasí
Alfauir,Valencia,Alfauir
Algar de Palancia,Valencia,Algar de Palancia
Algemesí,Valencia,Algemesí
Algímia d'Alfara,Valencia,Algímia d'Alfara
Alginet,Valencia,Alginet
Almàssera,Valencia,Almàssera
Almiserà,Valencia,Almiserà
Almoines,Valencia,Almoines
Almussafes,Valencia,Almussafes
Alpuente,Valencia,Alpuente
Alqueria de la Comtessa (l'),Valencia,L' Alqueria de la Comtessa
Alzira,Valencia,Alzira
Andilla,Valencia,Andilla
Anna,Valencia,Anna
Antella,Valencia,Antella
Aras de los Olmos,Valencia,Aras de los Olmos
Atzeneta d'Albaida,Valencia,Atzeneta d'Albaida
Ayora,Valencia,Ayora
Barx,Valencia,Barx
Barxeta,Valencia,Barxeta
Bèlgida,Valencia,Bèlgida
Bellreguard,Valencia,Bellreguard
Bellús,Valencia,Bellús
Benagéber,Valencia,Benagéber
Benaguasil,Valencia,Benaguasil
Benavites,Valencia,Benavites
Beneixida,Valencia,Beneixida
Benetússer,Valencia,Benetússer
Beniarjó,Valencia,Beniarjó
Beniatjar,Valencia,Beniatjar
Benicolet,Valencia,Benicolet
Benicull de Xúquer,Valencia,Benicull de Xúquer
Benifaió,Valencia,Benifaió
Benifairó de la Valldigna,Valencia,Benifairó de la Valldigna
Benifairó de les Valls,Valencia,Benifairó de les Valls
Beniflá,Valencia,Beniflá
Benigànim,Valencia,Benigànim
Benimodo,Valencia,Benimodo
Benimuslem,Valencia,Benimuslem
Beniparrell,Valencia,Beniparrell
Benirredrà,Valencia,Benirredrà
Benissanó,Valencia,Benissanó
Benissoda,Valencia,Benissoda
Benissuera,Valencia,Benissuera
Bétera,Valencia,Bétera
Bicorp,Valencia,Bicorp
Bocairent,Valencia,Bocairent
Bolbaite,Valencia,Bolbaite
Bonrepòs i Mirambell,Valencia,Bonrepòs i Mirambell
Bufali,Valencia,Bufali
Bugarra,Valencia,Bugarra
Buñol,Valencia,Buñol
Burjassot,Valencia,Burjassot
Calles,Valencia,Calles
Camporrobles,Valencia,Camporrobles
Canals,Valencia,Canals
Canet d'En Berenguer,Valencia,Canet d'En Berenguer
Carcaixent,Valencia,Carcaixent
Càrcer,Valencia,Càrcer
Carlet,Valencia,Carlet
Carrícola,Valencia,Carrícola
Casas Altas,Valencia,Casas Altas
Casas Bajas,Valencia,Casas Bajas
Casinos,Valencia,Casinos
Castelló,Valencia,Castelló
Castelló de Rugat,Valencia,Castelló de Rugat
Castellonet de la Conquesta,Valencia,Castellonet de la Conquesta
Castielfabib,Valencia,Castielfabib
Catadau,Valencia,Catadau
Catarroja,Valencia,Catarroja
Caudete de las Fuentes,Valencia,Caudete de las Fuentes
Cerdà,Valencia,Cerdà
Chella,Valencia,Chella
Chelva,Valencia,Chelva
Chera,Valencia,Chera
Cheste,Valencia,Cheste
Chiva,Valencia,Chiva
Chulilla,Valencia,Chulilla
Cofrentes,Valencia,Cofrentes
Corbera,Valencia,Corbera
Cortes de Pallás,Valencia,Cortes de Pallás
Cotes,Valencia,Cotes
Cullera,Valencia,Cullera
Daimús,Valencia,Daimús
Domeño,Valencia,Domeño
Dos Aguas,Valencia,Dos Aguas
Eliana (l'),Valencia,L' Eliana
Emperador,Valencia,Emperador
Enguera,Valencia,Enguera
Ènova (l'),Valencia,L' Ènova
Estivella,Valencia,Estivella
Estubeny,Valencia,Estubeny
Faura,Valencia,Faura
Favara,Valencia,Favara
Foios,Valencia,Foios
Font de la Figuera (la),Valencia,La Font de la Figuera
Font d'En Carròs (la),Valencia,La Font d'En Carròs
Fontanars dels Alforins,Valencia,Fontanars dels Alforins
Fortaleny,Valencia,Fortaleny
Fuenterrobles,Valencia,Fuenterrobles
Gandia,Valencia,Gandia
Gátova,Valencia,Gátova
Gavarda,Valencia,Gavarda
Genovés (el),Valencia,El Genovés
Gestalgar,Valencia,Gestalgar
Gilet,Valencia,Gilet
Godella,Valencia,Godella
Godelleta,Valencia,Godelleta
Granja de la Costera (la),Valencia,La Granja de la Costera
Guadasséquies,Valencia,Guadasséquies
Guadassuar,Valencia,Guadassuar
Guardamar de la Safor,Valencia,Guardamar de la Safor
Higueruelas,Valencia,Higueruelas
Jalance,Valencia,Jalance
Jarafuel,Valencia,Jarafuel
Llanera de Ranes,Valencia,Llanera de Ranes
Llaurí,Valencia,Llaurí
Llíria,Valencia,Llíria
Llocnou de la Corona,Valencia,Llocnou de la Corona
Llocnou de Sant Jeroni,Valencia,Llocnou de Sant Jeroni
Llocnou d'En Fenollet,Valencia,Llocnou d'En Fenollet
Llombai,Valencia,Llombai
Llosa de Ranes (la),Valencia,La Llosa de Ranes
Llutxent,Valencia,Llutxent
Loriguilla,Valencia,Loriguilla
Losa del Obispo,Valencia,Losa del Obispo
Macastre,Valencia,Macastre
Manises,Valencia,Manises
Manuel,Valencia,Manuel
Marines,Valencia,Marines
Massalavés,Valencia,Massalavés
Massalfassar,Valencia,Massalfassar
Massamagrell,Valencia,Massamagrell
Massanassa,Valencia,Massanassa
Meliana,Valencia,Meliana
Millares,Valencia,Millares
Miramar,Valencia,Miramar
Mislata,Valencia,Mislata
Mogente/Moixent,Valencia,Mogente/Moixent
Moncada,Valencia,Moncada
Montaverner,Valencia,Montaverner
Montesa,Valencia,Montesa
Montitxelvo/Montichelvo,Valencia,Montitxelvo/Montichelvo
Montroi/Montroy,Valencia,Montroi/Montroy
Montserrat,Valencia,Montserrat
Museros,Valencia,Museros
Nàquera/Náquera,Valencia,Nàquera/Náquera
Navarrés,Valencia,Navarrés
Novelé/Novetlè,Valencia,Novelé/Novetlè
Oliva,Valencia,Oliva
Olleria (l'),Valencia,L' Olleria
Olocau,Valencia,Olocau
Ontinyent,Valencia,Ontinyent
Otos,Valencia,Otos
Paiporta,Valencia,Paiporta
Palma de Gandía,Valencia,Palma de Gandía
Palmera,Valencia,Palmera
Palomar (el),Valencia,El Palomar
Paterna,Valencia,Paterna
Pedralba,Valencia,Pedralba
Petrés,Valencia,Petrés
Picanya,Valencia,Picanya
Picassent,Valencia,Picassent
Piles,Valencia,Piles
Pinet,Valencia,Pinet
Pobla de Farnals (la),Valencia,La Pobla de Farnals
Pobla de Vallbona (la),Valencia,La Pobla de Vallbona
Pobla del Duc (la),Valencia,La Pobla del Duc
Pobla Llarga (la),Valencia,La Pobla Llarga
Polinyà de Xúquer,Valencia,Polinyà de Xúquer
Potries,Valencia,Potries
Puçol,Valencia,Puçol
Puebla de San Miguel,Valencia,Puebla de San Miguel
Puig de Santa Maria (el),Valencia,El Puig de Santa Maria
Quart de les Valls,Valencia,Quart de les Valls
Quart de Poblet,Valencia,Quart de Poblet
Quartell,Valencia,Quartell
Quatretonda,Valencia,Quatretonda
Quesa,Valencia,Quesa
Rafelbunyol,Valencia,Rafelbunyol
Rafelcofer,Valencia,Rafelcofer
Rafelguaraf,Valencia,Rafelguaraf
Ráfol de Salem,Valencia,Ráfol de Salem
Real,Valencia,Real
Real de Gandia (el),Valencia,El Real de Gandia
Requena,Valencia,Requena
Riba-roja de Túria,Valencia,Riba-roja de Túria
Riola,Valencia,Riola
Rocafort,Valencia,Rocafort
Rotglà i Corberà,Valencia,Rotglà i Corberà
Ròtova,Valencia,Ròtova
Rugat,Valencia,Rugat
Sagunto/Sagunt,Valencia,Sagunto/Sagunt
Salem,Valencia,Salem
San Antonio de Benagéber,Valencia,San Antonio de Benagéber
Sant Joanet,Valencia,Sant Joanet
Sedaví,Valencia,Sedaví
Segart,Valencia,Segart
Sellent,Valencia,Sellent
Sempere,Valencia,Sempere
Senyera,Valencia,Senyera
Serra,Valencia,Serra
Siete Aguas,Valencia,Siete Aguas
Silla,Valencia,Silla
Simat de la Valldigna,Valencia,Simat de la Valldigna
Sinarcas,Valencia,Sinarcas
Sollana,Valencia,Sollana
Sot de Chera,Valencia,Sot de Chera
Sueca,Valencia,Sueca
Sumacàrcer,Valencia,Sumacàrcer
Tavernes Blanques,Valencia,Tavernes Blanques
Tavernes de la Valldigna,Valencia,Tavernes de la Valldigna
Teresa de Cofrentes,Valencia,Teresa de Cofrentes
Terrateig,Valencia,Terrateig
Titaguas,Valencia,Titaguas
Torrebaja,Valencia,Torrebaja
Torrella,Valencia,Torrella
Torrent,Valencia,Torrent
Torres Torres,Valencia,Torres Torres
Tous,Valencia,Tous
Tuéjar,Valencia,Tuéjar
Turís,Valencia,Turís
Utiel,Valencia,Utiel
Valencia,Valencia,Valencia
Vallada,Valencia,Vallada
Vallanca,Valencia,Vallanca
Vallés,Valencia,Vallés
Venta del Moro,Valencia,Venta del Moro
Vilallonga/Villalonga,Valencia,Vilallonga/Villalonga
Vilamarxant,Valencia,Vilamarxant
Villar del Arzobispo,Valencia,Villar del Arzobispo
Villargordo del Cabriel,Valencia,Villargordo del Cabriel
Vinalesa,Valencia,Vinalesa
Xàtiva,Valencia,Xàtiva
Xeraco,Valencia,Xeraco
Xeresa,Valencia,Xeresa
Xirivella,Valencia,Xirivella
Yátova,Valencia,Yátova
Yesa (La),Valencia,La Yesa
Zarra,Valencia,Zarra
Adalia,Valladolid,Adalia
Aguasal,Valladolid,Aguasal
Aguilar de Campos,Valladolid,Aguilar de Campos
Alaejos,Valladolid,Alaejos
Alcazarén,Valladolid,Alcazarén
Aldea de San Miguel,Valladolid,Aldea de San Miguel
Aldeamayor de San Martín,Valladolid,Aldeamayor de San Martín
Almenara de Adaja,Valladolid,Almenara de Adaja
Amusquillo,Valladolid,Amusquillo
Arroyo de la Encomienda,Valladolid,Arroyo de la Encomienda
Ataquines,Valladolid,Ataquines
Bahabón,Valladolid,Bahabón
Barcial de la Loma,Valladolid,Barcial de la Loma
Barruelo del Valle,Valladolid,Barruelo del Valle
Becilla de Valderaduey,Valladolid,Becilla de Valderaduey
Benafarces,Valladolid,Benafarces
Bercero,Valladolid,Bercero
Berceruelo,Valladolid,Berceruelo
Berrueces,Valladolid,Berrueces
Bobadilla del Campo,Valladolid,Bobadilla del Campo
Bocigas,Valladolid,Bocigas
Bocos de Duero,Valladolid,Bocos de Duero
Boecillo,Valladolid,Boecillo
Bolaños de Campos,Valladolid,Bolaños de Campos
Brahojos de Medina,Valladolid,Brahojos de Medina
Bustillo de Chaves,Valladolid,Bustillo de Chaves
Cabezón de Pisuerga,Valladolid,Cabezón de Pisuerga
Cabezón de Valderaduey,Valladolid,Cabezón de Valderaduey
Cabreros del Monte,Valladolid,Cabreros del Monte
Campaspero,Valladolid,Campaspero
Campillo (El),Valladolid,El Campillo
Camporredondo,Valladolid,Camporredondo
Canalejas de Peñafiel,Valladolid,Canalejas de Peñafiel
Canillas de Esgueva,Valladolid,Canillas de Esgueva
Carpio,Valladolid,Carpio
Casasola de Arión,Valladolid,Casasola de Arión
Castrejón de Trabancos,Valladolid,Castrejón de Trabancos
Castrillo de Duero,Valladolid,Castrillo de Duero
Castrillo-Tejeriego,Valladolid,Castrillo-Tejeriego
Castrobol,Valladolid,Castrobol
Castrodeza,Valladolid,Castrodeza
Castromembibre,Valladolid,Castromembibre
Castromonte,Valladolid,Castromonte
Castronuevo de Esgueva,Valladolid,Castronuevo de Esgueva
Castronuño,Valladolid,Castronuño
Castroponce,Valladolid,Castroponce
Castroverde de Cerrato,Valladolid,Castroverde de Cerrato
Ceinos de Campos,Valladolid,Ceinos de Campos
Cervillego de la Cruz,Valladolid,Cervillego de la Cruz
Cigales,Valladolid,Cigales
Ciguñuela,Valladolid,Ciguñuela
Cistérniga,Valladolid,Cistérniga
Cogeces de Íscar,Valladolid,Cogeces de Íscar
Cogeces del Monte,Valladolid,Cogeces del Monte
Corcos,Valladolid,Corcos
Corrales de Duero,Valladolid,Corrales de Duero
Cubillas de Santa Marta,Valladolid,Cubillas de Santa Marta
Cuenca de Campos,Valladolid,Cuenca de Campos
Curiel de Duero,Valladolid,Curiel de Duero
Encinas de Esgueva,Valladolid,Encinas de Esgueva
Esguevillas de Esgueva,Valladolid,Esguevillas de Esgueva
Fombellida,Valladolid,Fombellida
Fompedraza,Valladolid,Fompedraza
Fontihoyuelo,Valladolid,Fontihoyuelo
Fresno el Viejo,Valladolid,Fresno el Viejo
Fuensaldaña,Valladolid,Fuensaldaña
Fuente el Sol,Valladolid,Fuente el Sol
Fuente-Olmedo,Valladolid,Fuente-Olmedo
Gallegos de Hornija,Valladolid,Gallegos de Hornija
Gatón de Campos,Valladolid,Gatón de Campos
Geria,Valladolid,Geria
Herrín de Campos,Valladolid,Herrín de Campos
Hornillos de Eresma,Valladolid,Hornillos de Eresma
Íscar,Valladolid,Íscar
Laguna de Duero,Valladolid,Laguna de Duero
Langayo,Valladolid,Langayo
Llano de Olmedo,Valladolid,Llano de Olmedo
Lomoviejo,Valladolid,Lomoviejo
Manzanillo,Valladolid,Manzanillo
Marzales,Valladolid,Marzales
Matapozuelos,Valladolid,Matapozuelos
Matilla de los Caños,Valladolid,Matilla de los Caños
Mayorga,Valladolid,Mayorga
Medina de Rioseco,Valladolid,Medina de Rioseco
Medina del Campo,Valladolid,Medina del Campo
Megeces,Valladolid,Megeces
Melgar de Abajo,Valladolid,Melgar de Abajo
Melgar de Arriba,Valladolid,Melgar de Arriba
Mojados,Valladolid,Mojados
Monasterio de Vega,Valladolid,Monasterio de Vega
Montealegre de Campos,Valladolid,Montealegre de Campos
Montemayor de Pililla,Valladolid,Montemayor de Pililla
Moral de la Reina,Valladolid,Moral de la Reina
Moraleja de las Panaderas,Valladolid,Moraleja de las Panaderas
Morales de Campos,Valladolid,Morales de Campos
Mota del Marqués,Valladolid,Mota del Marqués
Mucientes,Valladolid,Mucientes
Mudarra (La),Valladolid,La Mudarra
Muriel,Valladolid,Muriel
Nava del Rey,Valladolid,Nava del Rey
Nueva Villa de las Torres,Valladolid,Nueva Villa de las Torres
Olivares de Duero,Valladolid,Olivares de Duero
Olmedo,Valladolid,Olmedo
Olmos de Esgueva,Valladolid,Olmos de Esgueva
Olmos de Peñafiel,Valladolid,Olmos de Peñafiel
Palazuelo de Vedija,Valladolid,Palazuelo de Vedija
Parrilla (La),Valladolid,La Parrilla
Pedraja de Portillo (La),Valladolid,La Pedraja de Portillo
Pedrajas de San Esteban,Valladolid,Pedrajas de San Esteban
Pedrosa del Rey,Valladolid,Pedrosa del Rey
Peñafiel,Valladolid,Peñafiel
Peñaflor de Hornija,Valladolid,Peñaflor de Hornija
Pesquera de Duero,Valladolid,Pesquera de Duero
Piña de Esgueva,Valladolid,Piña de Esgueva
Piñel de Abajo,Valladolid,Piñel de Abajo
Piñel de Arriba,Valladolid,Piñel de Arriba
Pollos,Valladolid,Pollos
Portillo,Valladolid,Portillo
Pozal de Gallinas,Valladolid,Pozal de Gallinas
Pozaldez,Valladolid,Pozaldez
Pozuelo de la Orden,Valladolid,Pozuelo de la Orden
Puras,Valladolid,Puras
Quintanilla de Arriba,Valladolid,Quintanilla de Arriba
Quintanilla de Onésimo,Valladolid,Quintanilla de Onésimo
Quintanilla de Trigueros,Valladolid,Quintanilla de Trigueros
Quintanilla del Molar,Valladolid,Quintanilla del Molar
Rábano,Valladolid,Rábano
Ramiro,Valladolid,Ramiro
Renedo de Esgueva,Valladolid,Renedo de Esgueva
Roales de Campos,Valladolid,Roales de Campos
Robladillo,Valladolid,Robladillo
Roturas,Valladolid,Roturas
Rubí de Bracamonte,Valladolid,Rubí de Bracamonte
Rueda,Valladolid,Rueda
Saelices de Mayorga,Valladolid,Saelices de Mayorga
Salvador de Zapardiel,Valladolid,Salvador de Zapardiel
San Cebrián de Mazote,Valladolid,San Cebrián de Mazote
San Llorente,Valladolid,San Llorente
San Martín de Valvení,Valladolid,San Martín de Valvení
San Miguel del Arroyo,Valladolid,San Miguel del Arroyo
San Miguel del Pino,Valladolid,San Miguel del Pino
San Pablo de la Moraleja,Valladolid,San Pablo de la Moraleja
San Pedro de Latarce,Valladolid,San Pedro de Latarce
San Pelayo,Valladolid,San Pelayo
San Román de Hornija,Valladolid,San Román de Hornija
San Salvador,Valladolid,San Salvador
San Vicente del Palacio,Valladolid,San Vicente del Palacio
Santa Eufemia del Arroyo,Valladolid,Santa Eufemia del Arroyo
Santervás de Campos,Valladolid,Santervás de Campos
Santibáñez de Valcorba,Valladolid,Santibáñez de Valcorba
Santovenia de Pisuerga,Valladolid,Santovenia de Pisuerga
Sardón de Duero,Valladolid,Sardón de Duero
Seca (La),Valladolid,La Seca
Serrada,Valladolid,Serrada
Siete Iglesias de Trabancos,Valladolid,Siete Iglesias de Trabancos
Simancas,Valladolid,Simancas
Tamariz de Campos,Valladolid,Tamariz de Campos
Tiedra,Valladolid,Tiedra
Tordehumos,Valladolid,Tordehumos
Tordesillas,Valladolid,Tordesillas
Torre de Esgueva,Valladolid,Torre de Esgueva
Torre de Peñafiel,Valladolid,Torre de Peñafiel
Torrecilla de la Abadesa,Valladolid,Torrecilla de la Abadesa
Torrecilla de la Orden,Valladolid,Torrecilla de la Orden
Torrecilla de la Torre,Valladolid,Torrecilla de la Torre
Torrelobatón,Valladolid,Torrelobatón
Torrescárcela,Valladolid,Torrescárcela
Traspinedo,Valladolid,Traspinedo
Trigueros del Valle,Valladolid,Trigueros del Valle
Tudela de Duero,Valladolid,Tudela de Duero
Unión de Campos (La),Valladolid,La Unión de Campos
Urones de Castroponce,Valladolid,Urones de Castroponce
Urueña,Valladolid,Urueña
Valbuena de Duero,Valladolid,Valbuena de Duero
Valdearcos de la Vega,Valladolid,Valdearcos de la Vega
Valdenebro de los Valles,Valladolid,Valdenebro de los Valles
Valdestillas,Valladolid,Valdestillas
Valdunquillo,Valladolid,Valdunquillo
Valladolid,Valladolid,Valladolid
Valoria la Buena,Valladolid,Valoria la Buena
Valverde de Campos,Valladolid,Valverde de Campos
Vega de Ruiponce,Valladolid,Vega de Ruiponce
Vega de Valdetronco,Valladolid,Vega de Valdetronco
Velascálvaro,Valladolid,Velascálvaro
Velilla,Valladolid,Velilla
Velliza,Valladolid,Velliza
Ventosa de la Cuesta,Valladolid,Ventosa de la Cuesta
Viana de Cega,Valladolid,Viana de Cega
Villabáñez,Valladolid,Villabáñez
Villabaruz de Campos,Valladolid,Villabaruz de Campos
Villabrágima,Valladolid,Villabrágima
Villacarralón,Valladolid,Villacarralón
Villacid de Campos,Valladolid,Villacid de Campos
Villaco,Valladolid,Villaco
Villafrades de Campos,Valladolid,Villafrades de Campos
Villafranca de Duero,Valladolid,Villafranca de Duero
Villafrechós,Valladolid,Villafrechós
Villafuerte,Valladolid,Villafuerte
Villagarcía de Campos,Valladolid,Villagarcía de Campos
Villagómez la Nueva,Valladolid,Villagómez la Nueva
Villalán de Campos,Valladolid,Villalán de Campos
Villalar de los Comuneros,Valladolid,Villalar de los Comuneros
Villalba de la Loma,Valladolid,Villalba de la Loma
Villalba de los Alcores,Valladolid,Villalba de los Alcores
Villalbarba,Valladolid,Villalbarba
Villalón de Campos,Valladolid,Villalón de Campos
Villamuriel de Campos,Valladolid,Villamuriel de Campos
Villán de Tordesillas,Valladolid,Villán de Tordesillas
Villanubla,Valladolid,Villanubla
Villanueva de Duero,Valladolid,Villanueva de Duero
Villanueva de la Condesa,Valladolid,Villanueva de la Condesa
Villanueva de los Caballeros,Valladolid,Villanueva de los Caballeros
Villanueva de los Infantes,Valladolid,Villanueva de los Infantes
Villanueva de San Mancio,Valladolid,Villanueva de San Mancio
Villardefrades,Valladolid,Villardefrades
Villarmentero de Esgueva,Valladolid,Villarmentero de Esgueva
Villasexmir,Valladolid,Villasexmir
Villavaquerín,Valladolid,Villavaquerín
Villavellid,Valladolid,Villavellid
Villaverde de Medina,Valladolid,Villaverde de Medina
Villavicencio de los Caballeros,Valladolid,Villavicencio de los Caballeros
Viloria,Valladolid,Viloria
Wamba,Valladolid,Wamba
Zaratán,Valladolid,Zaratán
Zarza (La),Valladolid,La Zarza
Abadiño,Bizkaia,Abadiño
Abanto y Ciérvana-Abanto Zierbena,Bizkaia,Abanto y Ciérvana-Abanto Zierbena
Ajangiz,Bizkaia,Ajangiz
Alonsotegi,Bizkaia,Alonsotegi
Amorebieta-Etxano,Bizkaia,Amorebieta-Etxano
Amoroto,Bizkaia,Amoroto
Arakaldo,Bizkaia,Arakaldo
Arantzazu,Bizkaia,Arantzazu
Areatza,Bizkaia,Areatza
Arrankudiaga,Bizkaia,Arrankudiaga
Arratzu,Bizkaia,Arratzu
Arrieta,Bizkaia,Arrieta
Arrigorriaga,Bizkaia,Arrigorriaga
Artea,Bizkaia,Artea
Artzentales,Bizkaia,Artzentales
Atxondo,Bizkaia,Atxondo
Aulesti,Bizkaia,Aulesti
Bakio,Bizkaia,Bakio
Balmaseda,Bizkaia,Balmaseda
Barakaldo,Bizkaia,Barakaldo
Barrika,Bizkaia,Barrika
Basauri,Bizkaia,Basauri
Bedia,Bizkaia,Bedia
Berango,Bizkaia,Berango
Bermeo,Bizkaia,Bermeo
Berriatua,Bizkaia,Berriatua
Berriz,Bizkaia,Berriz
Bilbao,Bizkaia,Bilbao
Busturia,Bizkaia,Busturia
Derio,Bizkaia,Derio
Dima,Bizkaia,Dima
Durango,Bizkaia,Durango
Ea,Bizkaia,Ea
Elantxobe,Bizkaia,Elantxobe
Elorrio,Bizkaia,Elorrio
Erandio,Bizkaia,Erandio
Ereño,Bizkaia,Ereño
Ermua,Bizkaia,Ermua
Errigoiti,Bizkaia,Errigoiti
Etxebarri,Bizkaia,Etxebarri
Etxebarria,Bizkaia,Etxebarria
Forua,Bizkaia,Forua
Fruiz,Bizkaia,Fruiz
Galdakao,Bizkaia,Galdakao
Galdames,Bizkaia,Galdames
Gamiz-Fika,Bizkaia,Gamiz-Fika
Garai,Bizkaia,Garai
Gatika,Bizkaia,Gatika
Gautegiz Arteaga,Bizkaia,Gautegiz Arteaga
Gernika-Lumo,Bizkaia,Gernika-Lumo
Getxo,Bizkaia,Getxo
Gizaburuaga,Bizkaia,Gizaburuaga
Gordexola,Bizkaia,Gordexola
Gorliz,Bizkaia,Gorliz
Güeñes,Bizkaia,Güeñes
Ibarrangelu,Bizkaia,Ibarrangelu
Igorre,Bizkaia,Igorre
Ispaster,Bizkaia,Ispaster
Iurreta,Bizkaia,Iurreta
Izurtza,Bizkaia,Izurtza
Karrantza Harana/Valle de Carranza,Bizkaia,Karrantza Harana/Valle de Carranza
